"subject" "activity" "signal" "domain" "variable" "variablemean"
"7020" 18 "walking downstairs" "BodyAccX" "time" "standarddeviation" -0.302634565090909
"7021" 18 "walking downstairs" "BodyAccY" "frequency" "mean" -0.309049613818182
"7022" 18 "walking downstairs" "BodyAccY" "frequency" "standarddeviation" -0.273798158
"7023" 18 "walking downstairs" "BodyAccY" "time" "mean" -0.0168666920221818
"7024" 18 "walking downstairs" "BodyAccY" "time" "standarddeviation" -0.254214045818182
"7025" 18 "walking downstairs" "BodyAccZ" "frequency" "mean" -0.505824358
"7026" 18 "walking downstairs" "BodyAccZ" "frequency" "standarddeviation" -0.418258649818182
"7027" 18 "walking downstairs" "BodyAccZ" "time" "mean" -0.1033908092
"7028" 18 "walking downstairs" "BodyAccZ" "time" "standarddeviation" -0.418610127454545
"7029" 18 "walking downstairs" "BodyGyroJerkMag" "frequency" "mean" -0.744236045090909
"7030" 18 "walking downstairs" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.763430801654545
"7031" 18 "walking downstairs" "BodyGyroJerkMag" "time" "mean" -0.701663073636364
"7032" 18 "walking downstairs" "BodyGyroJerkMag" "time" "standarddeviation" -0.744159518909091
"7033" 18 "walking downstairs" "BodyGyroJerkX" "time" "mean" -0.0836566573181818
"7034" 18 "walking downstairs" "BodyGyroJerkX" "time" "standarddeviation" -0.676716181636364
"7035" 18 "walking downstairs" "BodyGyroJerkY" "time" "mean" -0.0509120258890909
"7036" 18 "walking downstairs" "BodyGyroJerkY" "time" "standarddeviation" -0.752608622181818
"7037" 18 "walking downstairs" "BodyGyroJerkZ" "time" "mean" -0.0570591813909091
"7038" 18 "walking downstairs" "BodyGyroJerkZ" "time" "standarddeviation" -0.605655411090909
"7039" 18 "walking downstairs" "BodyGyroMag" "frequency" "mean" -0.604735414363636
"7040" 18 "walking downstairs" "BodyGyroMag" "frequency" "standarddeviation" -0.533844932145455
"7041" 18 "walking downstairs" "BodyGyroMag" "time" "mean" -0.381022814727273
"7042" 18 "walking downstairs" "BodyGyroMag" "time" "standarddeviation" -0.507995478327273
"7043" 18 "walking downstairs" "BodyGyroX" "frequency" "mean" -0.489232274509091
"7044" 18 "walking downstairs" "BodyGyroX" "frequency" "standarddeviation" -0.513947089545455
"7045" 18 "walking downstairs" "BodyGyroX" "time" "mean" -0.0576548655654545
"7046" 18 "walking downstairs" "BodyGyroX" "time" "standarddeviation" -0.502473033509091
"7047" 18 "walking downstairs" "BodyGyroY" "frequency" "mean" -0.641527595090909
"7048" 18 "walking downstairs" "BodyGyroY" "frequency" "standarddeviation" -0.607757979272727
"7049" 18 "walking downstairs" "BodyGyroY" "time" "mean" -0.0636214336761818
"7050" 18 "walking downstairs" "BodyGyroY" "time" "standarddeviation" -0.617230786
"7051" 18 "walking downstairs" "BodyGyroZ" "frequency" "mean" -0.447030699454545
"7052" 18 "walking downstairs" "BodyGyroZ" "frequency" "standarddeviation" -0.543996110545454
"7053" 18 "walking downstairs" "BodyGyroZ" "time" "mean" 0.0987471683127273
"7054" 18 "walking downstairs" "BodyGyroZ" "time" "standarddeviation" -0.483658260727273
"7055" 18 "walking downstairs" "GravityAccMag" "time" "mean" -0.293531973636364
"7056" 18 "walking downstairs" "GravityAccMag" "time" "standarddeviation" -0.229934247036364
"7057" 18 "walking downstairs" "GravityAccX" "time" "mean" 0.932277478363636
"7058" 18 "walking downstairs" "GravityAccX" "time" "standarddeviation" -0.960404874545455
"7059" 18 "walking downstairs" "GravityAccY" "time" "mean" -0.225809125454545
"7060" 18 "walking downstairs" "GravityAccY" "time" "standarddeviation" -0.932962218181818
"7061" 18 "walking downstairs" "GravityAccZ" "time" "mean" -0.0493636733454545
"7062" 18 "walking downstairs" "GravityAccZ" "time" "standarddeviation" -0.921661749636364
"7063" 18 "walking upstairs" "BodyAccJerkMag" "frequency" "mean" -0.574481396551724
"7064" 18 "walking upstairs" "BodyAccJerkMag" "frequency" "standarddeviation" -0.587926077068965
"7065" 18 "walking upstairs" "BodyAccJerkMag" "time" "mean" -0.601463948275862
"7066" 18 "walking upstairs" "BodyAccJerkMag" "time" "standarddeviation" -0.579330320344828
"7067" 18 "walking upstairs" "BodyAccJerkX" "frequency" "mean" -0.589410590172414
"7068" 18 "walking upstairs" "BodyAccJerkX" "frequency" "standarddeviation" -0.575331252413793
"7069" 18 "walking upstairs" "BodyAccJerkX" "time" "mean" 0.0812402028517241
"7070" 18 "walking upstairs" "BodyAccJerkX" "time" "standarddeviation" -0.563202134655172
"7071" 18 "walking upstairs" "BodyAccJerkY" "frequency" "mean" -0.579650286034483
"7072" 18 "walking upstairs" "BodyAccJerkY" "frequency" "standarddeviation" -0.585531432931034
"7073" 18 "walking upstairs" "BodyAccJerkY" "time" "mean" 0.0211654691775862
"7074" 18 "walking upstairs" "BodyAccJerkY" "time" "standarddeviation" -0.56794063862069
"7075" 18 "walking upstairs" "BodyAccJerkZ" "frequency" "mean" -0.736149274137931
"7076" 18 "walking upstairs" "BodyAccJerkZ" "frequency" "standarddeviation" -0.784728430344828
"7077" 18 "walking upstairs" "BodyAccJerkZ" "time" "mean" 0.0093589662862069
"7078" 18 "walking upstairs" "BodyAccJerkZ" "time" "standarddeviation" -0.760829911206897
"7079" 18 "walking upstairs" "BodyAccMag" "frequency" "mean" -0.436561064482759
"7080" 18 "walking upstairs" "BodyAccMag" "frequency" "standarddeviation" -0.436218933448276
"7081" 18 "walking upstairs" "BodyAccMag" "time" "mean" -0.279146312758621
"7082" 18 "walking upstairs" "BodyAccMag" "time" "standarddeviation" -0.37184157
"7083" 18 "walking upstairs" "BodyAccX" "frequency" "mean" -0.465097261896552
"7084" 18 "walking upstairs" "BodyAccX" "frequency" "standarddeviation" -0.350639840862069
"7085" 18 "walking upstairs" "BodyAccX" "time" "mean" 0.265401201896552
"7086" 18 "walking upstairs" "BodyAccX" "time" "standarddeviation" -0.380168286724138
"7087" 18 "walking upstairs" "BodyAccY" "frequency" "mean" -0.363450742586207
"7088" 18 "walking upstairs" "BodyAccY" "frequency" "standarddeviation" -0.190550638155172
"7089" 18 "walking upstairs" "BodyAccY" "time" "mean" -0.0222060684378914
"7090" 18 "walking upstairs" "BodyAccY" "time" "standarddeviation" -0.211155120224138
"7091" 18 "walking upstairs" "BodyAccZ" "frequency" "mean" -0.522728377068965
"7092" 18 "walking upstairs" "BodyAccZ" "frequency" "standarddeviation" -0.269571390465517
"7093" 18 "walking upstairs" "BodyAccZ" "time" "mean" -0.112655891327586
"7094" 18 "walking upstairs" "BodyAccZ" "time" "standarddeviation" -0.31437339137931
"7095" 18 "walking upstairs" "BodyGyroJerkMag" "frequency" "mean" -0.826193160862069
"7096" 18 "walking upstairs" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.860910992241379
"7097" 18 "walking upstairs" "BodyGyroJerkMag" "time" "mean" -0.781652689310345
"7098" 18 "walking upstairs" "BodyGyroJerkMag" "time" "standarddeviation" -0.835525127931035
"7099" 18 "walking upstairs" "BodyGyroJerkX" "time" "mean" -0.0899953036658621
"7100" 18 "walking upstairs" "BodyGyroJerkX" "time" "standarddeviation" -0.76068902862069
"7101" 18 "walking upstairs" "BodyGyroJerkY" "time" "mean" -0.0527472610827586
"7102" 18 "walking upstairs" "BodyGyroJerkY" "time" "standarddeviation" -0.828872171206897
"7103" 18 "walking upstairs" "BodyGyroJerkZ" "time" "mean" -0.0692536211396552
"7104" 18 "walking upstairs" "BodyGyroJerkZ" "time" "standarddeviation" -0.718951757931034
"7105" 18 "walking upstairs" "BodyGyroMag" "frequency" "mean" -0.654029089310345
"7106" 18 "walking upstairs" "BodyGyroMag" "frequency" "standarddeviation" -0.533044636034483
"7107" 18 "walking upstairs" "BodyGyroMag" "time" "mean" -0.3691086
"7108" 18 "walking upstairs" "BodyGyroMag" "time" "standarddeviation" -0.528058134137931
"7109" 18 "walking upstairs" "BodyGyroX" "frequency" "mean" -0.59232371
"7110" 18 "walking upstairs" "BodyGyroX" "frequency" "standarddeviation" -0.60071129637931
"7111" 18 "walking upstairs" "BodyGyroX" "time" "mean" -0.0470683915017241
"7112" 18 "walking upstairs" "BodyGyroX" "time" "standarddeviation" -0.593841504137931
"7113" 18 "walking upstairs" "BodyGyroY" "frequency" "mean" -0.649817266551724
"7114" 18 "walking upstairs" "BodyGyroY" "frequency" "standarddeviation" -0.443429836896552
"7115" 18 "walking upstairs" "BodyGyroY" "time" "mean" -0.0526133819862069
"7116" 18 "walking upstairs" "BodyGyroY" "time" "standarddeviation" -0.507297003103448
"7117" 18 "walking upstairs" "BodyGyroZ" "frequency" "mean" -0.504364096896552
"7118" 18 "walking upstairs" "BodyGyroZ" "frequency" "standarddeviation" -0.466022431206897
"7119" 18 "walking upstairs" "BodyGyroZ" "time" "mean" 0.0906736478431034
"7120" 18 "walking upstairs" "BodyGyroZ" "time" "standarddeviation" -0.433922212068966
"7121" 18 "walking upstairs" "GravityAccMag" "time" "mean" -0.279146312758621
"7122" 18 "walking upstairs" "GravityAccMag" "time" "standarddeviation" -0.37184157
"7123" 18 "walking upstairs" "GravityAccX" "time" "mean" 0.883330258448276
"7124" 18 "walking upstairs" "GravityAccX" "time" "standarddeviation" -0.961738807068966
"7125" 18 "walking upstairs" "GravityAccY" "time" "mean" -0.316619946206897
"7126" 18 "walking upstairs" "GravityAccY" "time" "standarddeviation" -0.942056881206897
"7127" 18 "walking upstairs" "GravityAccZ" "time" "mean" -0.106112549189655
"7128" 18 "walking upstairs" "GravityAccZ" "time" "standarddeviation" -0.907839723965517
"7129" 19 "laying" "BodyAccJerkMag" "frequency" "mean" -0.980621564096386
"7130" 19 "laying" "BodyAccJerkMag" "frequency" "standarddeviation" -0.979452188433735
"7131" 19 "laying" "BodyAccJerkMag" "time" "mean" -0.98478434
"7132" 19 "laying" "BodyAccJerkMag" "time" "standarddeviation" -0.980668287831325
"7133" 19 "laying" "BodyAccJerkX" "frequency" "mean" -0.983478561807229
"7134" 19 "laying" "BodyAccJerkX" "frequency" "standarddeviation" -0.985278006987952
"7135" 19 "laying" "BodyAccJerkX" "time" "mean" 0.0772317998650602
"7136" 19 "laying" "BodyAccJerkX" "time" "standarddeviation" -0.983605223493976
"7137" 19 "laying" "BodyAccJerkY" "frequency" "mean" -0.974878270963855
"7138" 19 "laying" "BodyAccJerkY" "frequency" "standarddeviation" -0.975964111566265
"7139" 19 "laying" "BodyAccJerkY" "time" "mean" 0.011149573306747
"7140" 19 "laying" "BodyAccJerkY" "time" "standarddeviation" -0.974524522650602
"7141" 19 "laying" "BodyAccJerkZ" "frequency" "mean" -0.986506488795181
"7142" 19 "laying" "BodyAccJerkZ" "frequency" "standarddeviation" -0.988558703373494
"7143" 19 "laying" "BodyAccJerkZ" "time" "mean" -0.000988690855325301
"7144" 19 "laying" "BodyAccJerkZ" "time" "standarddeviation" -0.988260181084337
"7145" 19 "laying" "BodyAccMag" "frequency" "mean" -0.971957401325301
"7146" 19 "laying" "BodyAccMag" "frequency" "standarddeviation" -0.964056773975904
"7147" 19 "laying" "BodyAccMag" "time" "mean" -0.96626080686747
"7148" 19 "laying" "BodyAccMag" "time" "standarddeviation" -0.963193489036145
"7149" 19 "laying" "BodyAccX" "frequency" "mean" -0.97453373
"7150" 19 "laying" "BodyAccX" "frequency" "standarddeviation" -0.962085001204819
"7151" 19 "laying" "BodyAccX" "time" "mean" 0.272653733493976
"7152" 19 "laying" "BodyAccX" "time" "standarddeviation" -0.965019579518072
"7153" 19 "laying" "BodyAccY" "frequency" "mean" -0.972798824096386
"7154" 19 "laying" "BodyAccY" "frequency" "standarddeviation" -0.974832075662651
"7155" 19 "laying" "BodyAccY" "time" "mean" -0.0171426864421687
"7156" 19 "laying" "BodyAccY" "time" "standarddeviation" -0.973449968554217
"7157" 19 "laying" "BodyAccZ" "frequency" "mean" -0.985340447349398
"7158" 19 "laying" "BodyAccZ" "frequency" "standarddeviation" -0.984740998192771
"7159" 19 "laying" "BodyAccZ" "time" "mean" -0.10898146186747
"7160" 19 "laying" "BodyAccZ" "time" "standarddeviation" -0.984672837228916
"7161" 19 "laying" "BodyGyroJerkMag" "frequency" "mean" -0.981890470361446
"7162" 19 "laying" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.97932784746988
"7163" 19 "laying" "BodyGyroJerkMag" "time" "mean" -0.985342497710843
"7164" 19 "laying" "BodyGyroJerkMag" "time" "standarddeviation" -0.980245510843374
"7165" 19 "laying" "BodyGyroJerkX" "time" "mean" -0.0956018266746988
"7166" 19 "laying" "BodyGyroJerkX" "time" "standarddeviation" -0.976105663493976
"7167" 19 "laying" "BodyGyroJerkY" "time" "mean" -0.0371476597051807
"7168" 19 "laying" "BodyGyroJerkY" "time" "standarddeviation" -0.984607728915663
"7169" 19 "laying" "BodyGyroJerkZ" "time" "mean" -0.0599161477951807
"7170" 19 "laying" "BodyGyroJerkZ" "time" "standarddeviation" -0.986958363975904
"7171" 19 "laying" "BodyGyroMag" "frequency" "mean" -0.965624724457831
"7172" 19 "laying" "BodyGyroMag" "frequency" "standarddeviation" -0.957496024457831
"7173" 19 "laying" "BodyGyroMag" "time" "mean" -0.953263432771084
"7174" 19 "laying" "BodyGyroMag" "time" "standarddeviation" -0.955906646506024
"7175" 19 "laying" "BodyGyroX" "frequency" "mean" -0.974196217590361
"7176" 19 "laying" "BodyGyroX" "frequency" "standarddeviation" -0.983944795060241
"7177" 19 "laying" "BodyGyroX" "time" "mean" -0.0312072730559566
"7178" 19 "laying" "BodyGyroX" "time" "standarddeviation" -0.981357611445783
"7179" 19 "laying" "BodyGyroY" "frequency" "mean" -0.972061003493976
"7180" 19 "laying" "BodyGyroY" "frequency" "standarddeviation" -0.959831365783133
"7181" 19 "laying" "BodyGyroY" "time" "mean" -0.0952628014096386
"7182" 19 "laying" "BodyGyroY" "time" "standarddeviation" -0.963617705662651
"7183" 19 "laying" "BodyGyroZ" "frequency" "mean" -0.97393233253012
"7184" 19 "laying" "BodyGyroZ" "frequency" "standarddeviation" -0.975417523855422
"7185" 19 "laying" "BodyGyroZ" "time" "mean" 0.10860511373494
"7186" 19 "laying" "BodyGyroZ" "time" "standarddeviation" -0.973197523855422
"7187" 19 "laying" "GravityAccMag" "time" "mean" -0.96626080686747
"7188" 19 "laying" "GravityAccMag" "time" "standarddeviation" -0.963193489036145
"7189" 19 "laying" "GravityAccX" "time" "mean" -0.680043155060241
"7190" 19 "laying" "GravityAccX" "time" "standarddeviation" -0.958959611084337
"7191" 19 "laying" "GravityAccY" "time" "mean" 0.725646622771084
"7192" 19 "laying" "GravityAccY" "time" "standarddeviation" -0.986993149638554
"7193" 19 "laying" "GravityAccZ" "time" "mean" 0.68762385253012
"7194" 19 "laying" "GravityAccZ" "time" "standarddeviation" -0.988819031566265
"7195" 19 "sitting" "BodyAccJerkMag" "frequency" "mean" -0.983751646712329
"7196" 19 "sitting" "BodyAccJerkMag" "frequency" "standarddeviation" -0.983687272739726
"7197" 19 "sitting" "BodyAccJerkMag" "time" "mean" -0.986423976027397
"7198" 19 "sitting" "BodyAccJerkMag" "time" "standarddeviation" -0.984205184931507
"7199" 19 "sitting" "BodyAccJerkX" "frequency" "mean" -0.986775590136986
"7200" 19 "sitting" "BodyAccJerkX" "frequency" "standarddeviation" -0.988576991369863
"7201" 19 "sitting" "BodyAccJerkX" "time" "mean" 0.0753747129191781
"7202" 19 "sitting" "BodyAccJerkX" "time" "standarddeviation" -0.987043285479452
"7203" 19 "sitting" "BodyAccJerkY" "frequency" "mean" -0.979141571643836
"7204" 19 "sitting" "BodyAccJerkY" "frequency" "standarddeviation" -0.980999857671233
"7205" 19 "sitting" "BodyAccJerkY" "time" "mean" 0.0137921005843836
"7206" 19 "sitting" "BodyAccJerkY" "time" "standarddeviation" -0.979267729041096
"7207" 19 "sitting" "BodyAccJerkZ" "frequency" "mean" -0.98398048
"7208" 19 "sitting" "BodyAccJerkZ" "frequency" "standarddeviation" -0.988151915753425
"7209" 19 "sitting" "BodyAccJerkZ" "time" "mean" 0.00173106800213699
"7210" 19 "sitting" "BodyAccJerkZ" "time" "standarddeviation" -0.986704740273973
"7211" 19 "sitting" "BodyAccMag" "frequency" "mean" -0.962632577945206
"7212" 19 "sitting" "BodyAccMag" "frequency" "standarddeviation" -0.952802277671233
"7213" 19 "sitting" "BodyAccMag" "time" "mean" -0.962074065616438
"7214" 19 "sitting" "BodyAccMag" "time" "standarddeviation" -0.951755657260274
"7215" 19 "sitting" "BodyAccX" "frequency" "mean" -0.979238031780822
"7216" 19 "sitting" "BodyAccX" "frequency" "standarddeviation" -0.975204245342466
"7217" 19 "sitting" "BodyAccX" "time" "mean" 0.273830316164384
"7218" 19 "sitting" "BodyAccX" "time" "standarddeviation" -0.976357663013699
"7219" 19 "sitting" "BodyAccY" "frequency" "mean" -0.960763181917808
"7220" 19 "sitting" "BodyAccY" "frequency" "standarddeviation" -0.948053070136986
"7221" 19 "sitting" "BodyAccY" "time" "mean" -0.016739260030137
"7222" 19 "sitting" "BodyAccY" "time" "standarddeviation" -0.950388943972603
"7223" 19 "sitting" "BodyAccZ" "frequency" "mean" -0.96633509109589
"7224" 19 "sitting" "BodyAccZ" "frequency" "standarddeviation" -0.947514931780822
"7225" 19 "sitting" "BodyAccZ" "time" "mean" -0.10870765430137
"7226" 19 "sitting" "BodyAccZ" "time" "standarddeviation" -0.951929615068493
"7227" 19 "sitting" "BodyGyroJerkMag" "frequency" "mean" -0.986727418493151
"7228" 19 "sitting" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.985416444657534
"7229" 19 "sitting" "BodyGyroJerkMag" "time" "mean" -0.989450316575342
"7230" 19 "sitting" "BodyGyroJerkMag" "time" "standarddeviation" -0.985831284657534
"7231" 19 "sitting" "BodyGyroJerkX" "time" "mean" -0.100986131452055
"7232" 19 "sitting" "BodyGyroJerkX" "time" "standarddeviation" -0.988464752739726
"7233" 19 "sitting" "BodyGyroJerkY" "time" "mean" -0.0425170215068493
"7234" 19 "sitting" "BodyGyroJerkY" "time" "standarddeviation" -0.987465915068493
"7235" 19 "sitting" "BodyGyroJerkZ" "time" "mean" -0.0590801684246575
"7236" 19 "sitting" "BodyGyroJerkZ" "time" "standarddeviation" -0.98531069
"7237" 19 "sitting" "BodyGyroMag" "frequency" "mean" -0.964238768493151
"7238" 19 "sitting" "BodyGyroMag" "frequency" "standarddeviation" -0.950484417260274
"7239" 19 "sitting" "BodyGyroMag" "time" "mean" -0.942229043835616
"7240" 19 "sitting" "BodyGyroMag" "time" "standarddeviation" -0.950491807945205
"7241" 19 "sitting" "BodyGyroX" "frequency" "mean" -0.981743664931507
"7242" 19 "sitting" "BodyGyroX" "frequency" "standarddeviation" -0.985576048219178
"7243" 19 "sitting" "BodyGyroX" "time" "mean" -0.0214151280054795
"7244" 19 "sitting" "BodyGyroX" "time" "standarddeviation" -0.984625306849315
"7245" 19 "sitting" "BodyGyroY" "frequency" "mean" -0.968188675753425
"7246" 19 "sitting" "BodyGyroY" "frequency" "standarddeviation" -0.955598610136986
"7247" 19 "sitting" "BodyGyroY" "time" "mean" -0.0520207886438356
"7248" 19 "sitting" "BodyGyroY" "time" "standarddeviation" -0.959758309589041
"7249" 19 "sitting" "BodyGyroZ" "frequency" "mean" -0.968235777945205
"7250" 19 "sitting" "BodyGyroZ" "frequency" "standarddeviation" -0.967869249178082
"7251" 19 "sitting" "BodyGyroZ" "time" "mean" 0.0968980718168493
"7252" 19 "sitting" "BodyGyroZ" "time" "standarddeviation" -0.96559497630137
"7253" 19 "sitting" "GravityAccMag" "time" "mean" -0.962074065616438
"7254" 19 "sitting" "GravityAccMag" "time" "standarddeviation" -0.951755657260274
"7255" 19 "sitting" "GravityAccX" "time" "mean" 0.581371509041096
"7256" 19 "sitting" "GravityAccX" "time" "standarddeviation" -0.969355010136986
"7257" 19 "sitting" "GravityAccY" "time" "mean" 0.360343534657534
"7258" 19 "sitting" "GravityAccY" "time" "standarddeviation" -0.96996981369863
"7259" 19 "sitting" "GravityAccZ" "time" "mean" 0.489126594657534
"7260" 19 "sitting" "GravityAccZ" "time" "standarddeviation" -0.960394960821918
"7261" 19 "standing" "BodyAccJerkMag" "frequency" "mean" -0.979135412739726
"7262" 19 "standing" "BodyAccJerkMag" "frequency" "standarddeviation" -0.979179149452055
"7263" 19 "standing" "BodyAccJerkMag" "time" "mean" -0.983068923561644
"7264" 19 "standing" "BodyAccJerkMag" "time" "standarddeviation" -0.979640838082192
"7265" 19 "standing" "BodyAccJerkX" "frequency" "mean" -0.985039596164384
"7266" 19 "standing" "BodyAccJerkX" "frequency" "standarddeviation" -0.985913722328767
"7267" 19 "standing" "BodyAccJerkX" "time" "mean" 0.0754120366712329
"7268" 19 "standing" "BodyAccJerkX" "time" "standarddeviation" -0.984792035205479
"7269" 19 "standing" "BodyAccJerkY" "frequency" "mean" -0.970011345890411
"7270" 19 "standing" "BodyAccJerkY" "frequency" "standarddeviation" -0.973588517808219
"7271" 19 "standing" "BodyAccJerkY" "time" "mean" 0.00991338273931507
"7272" 19 "standing" "BodyAccJerkY" "time" "standarddeviation" -0.970543276575342
"7273" 19 "standing" "BodyAccJerkZ" "frequency" "mean" -0.983463295479452
"7274" 19 "standing" "BodyAccJerkZ" "frequency" "standarddeviation" -0.987524587534247
"7275" 19 "standing" "BodyAccJerkZ" "time" "mean" 0.00129216333878082
"7276" 19 "standing" "BodyAccJerkZ" "time" "standarddeviation" -0.986142491917808
"7277" 19 "standing" "BodyAccMag" "frequency" "mean" -0.968910788767123
"7278" 19 "standing" "BodyAccMag" "frequency" "standarddeviation" -0.964259110821918
"7279" 19 "standing" "BodyAccMag" "time" "mean" -0.960505683561644
"7280" 19 "standing" "BodyAccMag" "time" "standarddeviation" -0.962549342465753
"7281" 19 "standing" "BodyAccX" "frequency" "mean" -0.987352048356164
"7282" 19 "standing" "BodyAccX" "frequency" "standarddeviation" -0.991161671369863
"7283" 19 "standing" "BodyAccX" "time" "mean" 0.27817226
"7284" 19 "standing" "BodyAccX" "time" "standarddeviation" -0.989910996849315
"7285" 19 "standing" "BodyAccY" "frequency" "mean" -0.952872872465753
"7286" 19 "standing" "BodyAccY" "frequency" "standarddeviation" -0.943193755068493
"7287" 19 "standing" "BodyAccY" "time" "mean" -0.0154244056945205
"7288" 19 "standing" "BodyAccY" "time" "standarddeviation" -0.944430270684931
"7289" 19 "standing" "BodyAccZ" "frequency" "mean" -0.968543351780822
"7290" 19 "standing" "BodyAccZ" "frequency" "standarddeviation" -0.947753961643836
"7291" 19 "standing" "BodyAccZ" "time" "mean" -0.10904190460274
"7292" 19 "standing" "BodyAccZ" "time" "standarddeviation" -0.952599653972603
"7293" 19 "standing" "BodyGyroJerkMag" "frequency" "mean" -0.984536610136986
"7294" 19 "standing" "BodyGyroJerkMag" "frequency" "standarddeviation" -0.982228582191781
"7295" 19 "standing" "BodyGyroJerkMag" "time" "mean" -0.985801637671233
"7296" 19 "standing" "BodyGyroJerkMag" "time" "standarddeviation" -0.983069427945205
"7297" 19 "standing" "BodyGyroJerkX" "time" "mean" -0.0990467890520548
"7298" 19 "standing" "BodyGyroJerkX" "time" "standarddeviation" -0.97512668739726
"7299" 19 "standing" "BodyGyroJerkY" "time" "mean" -0.0422918533780822
"7300" 19 "standing" "BodyGyroJerkY" "time" "standarddeviation" -0.988096672191781
"7301" 19 "standing" "BodyGyroJerkZ" "time" "mean" -0.0523769867072603
"7302" 19 "standing" "BodyGyroJerkZ" "time" "standarddeviation" -0.983453911232877
"7303" 19 "standing" "BodyGyroMag" "frequency" "mean" -0.958578129589041
"7304" 19 "standing" "BodyGyroMag" "frequency" "standarddeviation" -0.936723548493151
"7305" 19 "standing" "BodyGyroMag" "time" "mean" -0.94174504109589
"7306" 19 "standing" "BodyGyroMag" "time" "standarddeviation" -0.937951031506849
"7307" 19 "standing" "BodyGyroX" "frequency" "mean" -0.947865639178082
"7308" 19 "standing" "BodyGyroX" "frequency" "standarddeviation" -0.946607045616438
"7309" 19 "standing" "BodyGyroX" "time" "mean" -0.025090574020274
"7310" 19 "standing" "BodyGyroX" "time" "standarddeviation" -0.946109711917808
"7311" 19 "standing" "BodyGyroY" "frequency" "mean" -0.975061671643836
"7312" 19 "standing" "BodyGyroY" "frequency" "standarddeviation" -0.966967238082192
"7313" 19 "standing" "BodyGyroY" "time" "mean" -0.0631429827260274
"7314" 19 "standing" "BodyGyroY" "time" "standarddeviation" -0.96957632369863
"7315" 19 "standing" "BodyGyroZ" "frequency" "mean" -0.965100636164384
"7316" 19 "standing" "BodyGyroZ" "frequency" "standarddeviation" -0.963212791780822
"7317" 19 "standing" "BodyGyroZ" "time" "mean" 0.0710520180136986
"7318" 19 "standing" "BodyGyroZ" "time" "standarddeviation" -0.960734258356164
"7319" 19 "standing" "GravityAccMag" "time" "mean" -0.960505683561644
"7320" 19 "standing" "GravityAccMag" "time" "standarddeviation" -0.962549342465753
"7321" 19 "standing" "GravityAccX" "time" "mean" 0.944045837534247
"7322" 19 "standing" "GravityAccX" "time" "standarddeviation" -0.992411542465753
"7323" 19 "standing" "GravityAccY" "time" "mean" -0.223897807808219
"7324" 19 "standing" "GravityAccY" "time" "standarddeviation" -0.971426607808219
"7325" 19 "standing" "GravityAccZ" "time" "mean" 0.130643717849315
"7326" 19 "standing" "GravityAccZ" "time" "standarddeviation" -0.958862043972603
"7327" 19 "walking" "BodyAccJerkMag" "frequency" "mean" 0.0730179928688462
"7328" 19 "walking" "BodyAccJerkMag" "frequency" "standarddeviation" -0.0222869586038462
"7329" 19 "walking" "BodyAccJerkMag" "time" "mean" 0.109450990201923
"7330" 19 "walking" "BodyAccJerkMag" "time" "standarddeviation" 0.0356558788076923
"7331" 19 "walking" "BodyAccJerkX" "frequency" "mean" 0.0336380997853846
"7332" 19 "walking" "BodyAccJerkX" "frequency" "standarddeviation" 0.0908366492173077
"7333" 19 "walking" "BodyAccJerkX" "time" "mean" 0.0822246284461538
"7334" 19 "walking" "BodyAccJerkX" "time" "standarddeviation" 0.110306729315577
"7335" 19 "walking" "BodyAccJerkY" "frequency" "mean" 0.0107318703980769
"7336" 19 "walking" "BodyAccJerkY" "frequency" "standarddeviation" 0.0854010732076923
"7337" 19 "walking" "BodyAccJerkY" "time" "mean" 0.0144113482019523
"7338" 19 "walking" "BodyAccJerkY" "time" "standarddeviation" 0.0809271194038462
"7339" 19 "walking" "BodyAccJerkZ" "frequency" "mean" -0.129367902596154
"7340" 19 "walking" "BodyAccJerkZ" "frequency" "standarddeviation" -0.227829841936346
"7341" 19 "walking" "BodyAccJerkZ" "time" "mean" -0.0327528722288462
"7342" 19 "walking" "BodyAccJerkZ" "time" "standarddeviation" -0.179390497475
"7343" 19 "walking" "BodyAccMag" "frequency" "mean" 0.0322272296217308
"7344" 19 "walking" "BodyAccMag" "frequency" "standarddeviation" -0.324793406057692
"7345" 19 "walking" "BodyAccMag" "time" "mean" 0.0648173438653846
"7346" 19 "walking" "BodyAccMag" "time" "standarddeviation" -0.0993927171359615
"7347" 19 "walking" "BodyAccX" "frequency" "mean" -0.0299815666923077
"7348" 19 "walking" "BodyAccX" "frequency" "standarddeviation" -0.0578820787019231
"7349" 19 "walking" "BodyAccX" "time" "mean" 0.273931172307692
"7350" 19 "walking" "BodyAccX" "time" "standarddeviation" -0.0489049407963462
"7351" 19 "walking" "BodyAccY" "frequency" "mean" 0.169258575663077
"7352" 19 "walking" "BodyAccY" "frequency" "standarddeviation" 0.112615077990385
"7353" 19 "walking" "BodyAccY" "time" "mean" -0.0191773587903846
"7354" 19 "walking" "BodyAccY" "time" "standarddeviation" 0.181801561185577
"7355" 19 "walking" "BodyAccZ" "frequency" "mean" -0.104423357596154
"7356" 19 "walking" "BodyAccZ" "frequency" "standarddeviation" -0.233872331063462
